name,style,viewBox,declared,est,est_n,est_ratio,scale_source,method,candidates,tag_is_top,top_margin,best_area_sf,mean_width_ft,stage,error,identify_ms,regions,stalls,aprons,drive_width,drive_length,throat_width,curb_radius
00cda275_option_1.svg,class,1920x1080,,6.5147,8,0.5,estimated,tagged,73,true,1.04,2320,14.9,done,,61,APRON1+DRIVE1,0,1,9.9,73,10.1,5
012cb8cb_option_1.svg,class,1920x1080,,5.7216,12,0.5,estimated,tagged,49,false,1.77,3122,12.6,done,,65,APRON3+STALL1,4,3,,,10,5
012cb8cb_option_2.svg,class,1920x1080,,5.7182,8,0.5,estimated,tagged,50,false,1.78,2879,13,done,,30,APRON2+DRIVE1,0,2,10,84.4,10,5
03c8385b_option_1.svg,class,1920x1080,,5.1292,14,0.5,estimated,tagged,580,false,1.04,2235,13.4,done,,25,DRIVE1,0,0,12,76.7,,
03c8385b_option_2.svg,class,1920x1080,,5.1292,12,0.5,estimated,tagged,577,false,1.04,1624,12,done,,18,DRIVE1,0,0,12,97.3,,
03c8385b_option_3.svg,class,1920x1080,,5.1292,14,0.5,estimated,tagged,579,false,1.04,1921,12.1,done,,30,DRIVE1+STALL1,1,0,12,103.8,,
03c8385b_option_4.svg,class,1920x1080,,5.1292,12,0.5,estimated,tagged,582,false,1.04,2095,10.8,done,,20,DRIVE1,0,0,12,171.6,,
03c8385b_option_5.svg,class,1920x1080,,6.3331,24,0.471,estimated,tagged,61,false,1.41,2971,15.3,done,,17,DRIVE1,0,0,16.4,159.9,,
044920ad_option_1.svg,class,1920x1080,,,0,,none,tagged,40,false,3.09,,,scale,,,,,,,,,
044920ad_option_2.svg,class,1920x1080,,,0,,none,tagged,44,false,3.09,,,scale,,,,,,,,,
044920ad_option_3.svg,class,1920x1080,,,0,,none,tagged,33,false,3.09,,,scale,,,,,,,,,
04a3b128_option_1.svg,class,1920x1080,,2.9699,183,0.5,estimated,tagged,549,false,1.18,34130,59.8,done,,57,STALL2,4,0,,,,
04a3b128_option_2.svg,class,1920x1080,,2.9699,672,0.5,estimated,tagged,544,false,1.18,34130,59.8,done,,56,STALL2,4,0,,,,
04a3b128_option_3.svg,class,1920x1080,,2.9699,496,0.5,estimated,tagged,542,false,1.06,2198,17,done,,10,DRIVE1,0,0,24,87.8,,
07af836f_option_1.svg,class,1920x1080,,,0,,none,tagged,51,true,1.05,,,scale,,,,,,,,,
07af836f_option_2.svg,class,1920x1080,,,0,,none,tagged,51,true,1.05,,,scale,,,,,,,,,
08171cb3_option_1.svg,class,1920x1080,,0.86,1020,0.5,estimated,tagged,499,true,16.37,162701,26.3,identify,found non-noded intersection between LINESTRING ( 714.1465116279072 93,,,,,,,,
08171cb3_option_2.svg,class,1920x1080,,0.86,1024,0.5,estimated,tagged,399,true,16.34,129290,25,done,,496,APRON2+DRIVE1+STALL2,3,2,24,417.3,24,5
08171cb3_option_3.svg,class,1920x1080,,0.86,796,0.5,estimated,tagged,386,true,17.38,123099,24.7,done,,333,APRON6+DRIVE4+LOT1+STALL2,2,7,24,776.5,24,5
08171cb3_option_4.svg,class,1920x1080,,0.86,1168,0.5,estimated,tagged,478,true,17.38,141692,24.8,done,,416,APRON6+DRIVE5+STALL1,2,7,24,601.6,24,5
08a9e7dd_option_1.svg,class,1920x1080,,2.2405,336,0.484,estimated,tagged,66,false,1,49960,86.1,done,,22,STALL1,5,0,,,,
08a9e7dd_option_10.svg,class,1920x1080,,2.4356,124,0.5,estimated,tagged,75,false,1.56,31483,59.2,done,,15,,2,0,,,,
08a9e7dd_option_2.svg,class,1920x1080,,2.2405,168,0.484,estimated,tagged,65,false,1.03,49960,86.1,done,,44,STALL1,5,0,,,,
08a9e7dd_option_3.svg,class,1920x1080,,2.3134,202,0.5,estimated,tagged,112,true,1.65,59883,81.9,done,,29,APRON1+STALL1,3,1,,,25,25
08a9e7dd_option_4.svg,class,1920x1080,,2.3134,102,0.5,estimated,tagged,146,false,1.68,30272,62.5,done,,28,APRON1+DRIVE1,0,1,25,124.4,25,15
08a9e7dd_option_5.svg,class,1920x1080,,2.3134,162,0.5,estimated,tagged,139,false,1.65,26274,59.8,done,,24,LOT1+STALL2,2,0,,,,
08a9e7dd_option_6.svg,class,1920x1080,,2.3134,560,0.514,estimated,tagged,78,true,1.12,76829,108.3,done,,34,APRON1+STALL2,2,1,,,25,15
08a9e7dd_option_7.svg,class,1920x1080,,2.2405,280,0.484,estimated,tagged,77,true,1.12,81909,111.8,done,,28,APRON1+DRIVE1+STALL1,2,1,25.8,120.7,25.8,15.5
08a9e7dd_option_8.svg,class,1920x1080,,2.3242,90,0.511,estimated,tagged,105,true,1.24,10576,23.1,done,,16,APRON2+DRIVE1,0,2,24.9,95.2,24.9,24.9
093599c9_option_1.svg,class,1920x1080,,8.6957,8,0.5,estimated,tagged,39,false,1.44,1601,12.6,done,,5,DRIVE1,0,0,11.9,39.9,,
093599c9_option_2.svg,class,1920x1080,,,0,,none,tagged,40,false,1.44,,,scale,,,,,,,,,
093599c9_option_3.svg,class,1920x1080,,8.6957,8,0.5,estimated,tagged,40,false,1.44,1686,10.3,done,,23,DRIVE1,0,0,9,62.1,,
0963f837_option_1.svg,class,1920x1080,,,0,,none,tagged,40,false,1.11,,,scale,,,,,,,,,
0a1f4598_option_1.svg,class,1920x1080,,,0,,none,tagged,65,true,1.71,,,scale,,,,,,,,,
0a1f4598_option_2.svg,class,1920x1080,,3.334,18,0.474,estimated,tagged,77,false,1.04,3024,13.5,done,,44,APRON2+DRIVE4,0,5,28.1,48.8,9,3.4
0a1f4598_option_3.svg,class,1920x1080,,3.334,18,0.474,estimated,tagged,73,true,2.33,6280,13.4,done,,81,APRON2+DRIVE7,0,8,28.1,49.3,9,5.6
0a1f4598_option_4.svg,class,1920x1080,,3.0431,32,0.444,estimated,tagged,81,true,2.2,8780,23.8,done,,19,APRON2+DRIVE1+STALL1,1,2,30.8,212.4,25.4,6.2
0a1f4598_option_5.svg,class,1920x1080,,,0,,none,tagged,90,true,2.35,,,scale,,,,,,,,,
0a1f4598_option_6.svg,class,1920x1080,,3.334,25,0.5,estimated,tagged,113,true,2.41,7655,19.3,done,,28,APRON4+DRIVE1+STALL1,1,4,19.1,21.9,19.1,3.4
0a1f4598_option_7.svg,class,1920x1080,,3.4366,22,0.471,estimated,tagged,84,false,1.44,3500,19.1,done,,13,LOT1,0,0,,,,
0c93115c_option_1.svg,class,1920x1080,,3.983,8,0.5,estimated,tagged,43,false,1.06,1788,14.3,done,,9,DRIVE1,0,0,12,86.7,,
0c93115c_option_2.svg,class,1920x1080,,,0,,none,tagged,47,false,1.06,,,scale,,,,,,,,,
0e25bc46_option_1.svg,class,1920x1080,,,0,,none,tagged,86,false,1.04,,,scale,,,,,,,,,
0e25bc46_option_2.svg,class,1920x1080,,5.0626,40,0.471,estimated,tagged,108,true,1.04,3645,17.2,done,,10,APRON1+DRIVE1,0,1,20.6,177.1,21,10.3
1097233b_option_1.svg,class,1920x1080,,0.0303,24,0.628,estimated,tagged,733,false,1.37,46867130,2250.4,done,,970,DRIVE1+STALL2,2,0,2878.9,13184.8,,
1097233b_option_2.svg,class,1920x1080,,0.0303,24,0.628,estimated,tagged,733,false,1.37,72833230,2280.6,done,,1611,DRIVE1+LOT1+STALL3,3,0,2878.9,14690.6,,
1097233b_option_3.svg,class,1920x1080,,0.0303,32,0.628,estimated,tagged,733,false,1.37,79552453,2309.9,done,,2442,DRIVE2+STALL3,5,1,2878.9,14688.9,,
10e25850_option_1.svg,class,1920x1080,,7.6984,24,0.471,estimated,tagged,32,false,3.36,2948,18.7,done,,13,STALL2,2,0,,,,
1a4cbed8_option_1.svg,class,1920x1080,,,0,,none,tagged,57,false,1.02,,,scale,,,,,,,,,
1a4cbed8_option_2.svg,class,1920x1080,,,0,,none,tagged,58,false,1.02,,,scale,,,,,,,,,
1a4cbed8_option_3.svg,class,1920x1080,,,0,,none,tagged,58,false,1.02,,,scale,,,,,,,,,
1b4c7513_option_1.svg,class,1920x1080,,6.5139,8,0.5,estimated,tagged,60,true,1.68,1848,11,done,,22,APRON1+DRIVE1,0,1,10.9,133,10.9,5
1b4c7513_option_2.svg,class,1920x1080,,,0,,none,tagged,58,false,1.01,,,scale,,,,,,,,,
1c5f6fd9_option_1.svg,class,1920x1080,,,0,,none,tagged,41,false,1.26,,,scale,,,,,,,,,
1c7ec419_option_1.svg,class,1920x1080,,,0,,none,tagged,56,false,1.57,,,scale,,,,,,,,,
1da637e8_option_1.svg,attr,1920x1080,5.18441,,0,,declared,tagged,29,true,2.22,5267,31.5,done,,12,LOT1,0,0,,,,
1da637e8_option_2.svg,attr,1920x1080,5.18441,,0,,declared,tagged,32,true,3.09,5703,21,done,,27,STALL3,4,0,,,,
1da637e8_option_3.svg,attr,1920x1080,5.18441,,0,,declared,tagged,38,false,1.37,1090,14.6,done,,9,DRIVE1,0,0,20,34.5,,
1da637e8_option_4.svg,attr,1920x1080,5.18441,,0,,declared,tagged,26,false,1.37,1368,18.5,done,,16,DRIVE1,0,0,36,2,,
1da637e8_option_5.svg,attr,1920x1080,5.18441,,0,,declared,tagged,31,true,1.71,3122,19.8,done,,19,LOT1,0,0,,,,
1dd64b6b_option_1.svg,class,1920x1080,,,0,,none,ranked,54,,1,,,scale,,,,,,,,,
1dd64b6b_option_2.svg,class,1920x1080,,2.3411,60,0.5,estimated,ranked,32,,17.08,3143,4.8,done,,14,DRIVE1,0,0,4.9,200.4,,
1dd64b6b_option_3.svg,class,1920x1080,,2.3411,148,0.5,estimated,ranked,2,,2.22,10270,46.1,done,,24,LOT1,0,0,,,,
1dd64b6b_option_4.svg,class,1920x1080,,2.3411,148,0.5,estimated,ranked,2,,2.22,10270,46.1,done,,22,LOT1,0,0,,,,
1dd64b6b_option_5.svg,class,1920x1080,,2.3411,20,0.474,estimated,ranked,4,,2.44,16728,57.9,done,,22,LOT1,0,0,,,,
1dd64b6b_option_6.svg,class,1920x1080,,2.3411,20,0.474,estimated,ranked,9,,3.57,16728,57.9,done,,13,LOT1,0,0,,,,
20ef7a5c_option_1.svg,class,1920x1080,,5.9095,52,0.471,estimated,tagged,14,true,1.06,9914,24.7,done,,41,,0,0,,,,
20ef7a5c_option_2.svg,class,1920x1080,,5.9095,52,0.471,estimated,tagged,14,true,1.06,9914,24.7,done,,62,,0,0,,,,
21b16bff_option_1.svg,attr,1920x1080,5.884545,,0,,declared,tagged,16,true,2.69,2266,14.4,done,,54,APRON1+DRIVE1,0,1,17.9,125.5,18.9,13.8
21b16bff_option_10.svg,attr,1920x1080,5.884545,,0,,declared,tagged,9,false,1.24,1337,17.3,done,,11,DRIVE1,0,0,26,25.4,,
21b16bff_option_11.svg,attr,1920x1080,5.884545,,0,,declared,tagged,7,false,1.57,434,10.2,done,,3,DRIVE1,0,0,15.1,19.3,,
21b16bff_option_12.svg,attr,1920x1080,5.884545,,0,,declared,tagged,9,false,1.14,1467,17.8,done,,5,DRIVE1,0,0,26,30.4,,
21b16bff_option_13.svg,attr,1920x1080,5.877434,,0,,declared,tagged,15,false,1.46,1362,18,done,,24,DRIVE1,0,0,26,36.5,,
21b16bff_option_14.svg,attr,1920x1080,5.877434,,0,,declared,tagged,17,false,1.46,1362,18,done,,32,DRIVE1,0,0,26,36.5,,
21b16bff_option_15.svg,attr,1920x1080,5.877434,,0,,declared,tagged,10,false,1.46,248,7.7,done,,3,DRIVE1,0,0,13.5,14.8,,
21b16bff_option_2.svg,attr,1920x1080,5.884545,,0,,declared,tagged,19,true,2.56,1781,11.6,done,,38,APRON1+DRIVE1,0,1,13.9,127.1,14.6,13.8
21b16bff_option_3.svg,attr,1920x1080,5.89293,,0,,declared,tagged,21,true,2.15,1736,12.2,done,,62,APRON1+DRIVE1,0,1,14,108.4,14.4,13.8
21b16bff_option_4.svg,attr,1920x1080,5.884545,,0,,declared,tagged,23,true,1.76,1624,12.8,done,,46,DRIVE1,0,0,16.2,97.7,,
21b16bff_option_7.svg,attr,1920x1080,5.877263,,0,,declared,tagged,12,false,1.76,317,6.2,done,,13,DRIVE1,0,0,8.9,40.3,,
21b16bff_option_8.svg,attr,1920x1080,5.884545,,0,,declared,tagged,12,true,2.05,2159,14.7,done,,32,APRON1+DRIVE1,0,1,14.3,85,14.7,14.5
23a219ff_option_1.svg,attr,1920x1080,6.572616,,0,,declared,tagged,23,true,2.94,2479,12.6,done,,79,DRIVE1,0,0,12,113.9,,
23a219ff_option_4.svg,attr,1920x1080,5.874327,,0,,declared,tagged,22,true,1.89,2054,13,done,,43,DRIVE1,0,0,12,122.7,,
23a219ff_option_5.svg,attr,1920x1080,5.901226,,0,,declared,tagged,24,true,1.33,2264,17.6,done,,58,STALL1,1,0,,,,
23a219ff_option_6.svg,attr,1920x1080,5.901226,,0,,declared,tagged,19,true,1.53,2390,16.9,done,,61,DRIVE1,0,0,10,73.8,,
23a219ff_option_7.svg,attr,1920x1080,5.901226,,0,,declared,tagged,24,true,1.43,2200,16.3,done,,32,DRIVE1,0,0,10,84.5,,
23a219ff_option_8.svg,attr,1920x1080,5.901226,,0,,declared,tagged,22,true,1.72,1732,11.9,done,,59,DRIVE1,0,0,10,106.8,,
24994d13_option_1.svg,class,1920x1080,,,0,,none,tagged,397,false,1.21,,,scale,,,,,,,,,
24994d13_option_10.svg,class,1920x1080,,3.6375,54,0.471,estimated,tagged,376,false,1.21,9286,33.6,done,,23,APRON3+LOT1,1,3,,,55.2,2.6
24994d13_option_11.svg,class,1920x1080,,3.6375,54,0.471,estimated,tagged,371,false,1.21,9286,33.6,done,,36,APRON3+LOT1,1,3,,,55.2,2.6
24994d13_option_12.svg,class,1920x1080,,3.7495,32,0.472,estimated,tagged,409,false,1.21,8241,14.1,done,,58,STALL2,16,0,,,,
24994d13_option_13.svg,class,1920x1080,,3.4412,50,0.459,estimated,tagged,384,false,1.21,9561,22.3,done,,29,STALL3,4,0,,,,
24994d13_option_14.svg,class,1920x1080,,3.5412,13,0.472,estimated,tagged,374,false,1.21,7395,22.2,done,,51,APRON3+STALL1,1,3,,,19.1,5.3
24994d13_option_15.svg,class,1920x1080,,3.6375,74,0.471,estimated,tagged,379,false,1.21,11104,20.2,done,,73,APRON1,0,1,,,22.7,10.3
24994d13_option_2.svg,class,1920x1080,,,0,,none,tagged,396,false,1.21,,,scale,,,,,,,,,
24994d13_option_3.svg,class,1920x1080,,3.5412,22,0.486,estimated,tagged,386,false,1.21,7729,27.5,done,,39,APRON3+DRIVE1,0,3,20.9,50.4,28.2,10.6
24994d13_option_4.svg,class,1920x1080,,3.6375,28,0.471,estimated,tagged,387,false,1.21,5361,25.2,done,,17,LOT1,0,0,,,,
24994d13_option_5.svg,class,1920x1080,,3.1186,14,0.468,estimated,tagged,395,false,1.21,6813,21.9,done,,74,APRON2,0,2,,,21.6,12
24994d13_option_6.svg,class,1920x1080,,3.7495,34,0.5,estimated,tagged,394,false,1.21,1950,18.5,done,,8,LOT1,0,0,,,,
24994d13_option_7.svg,class,1920x1080,,3.1186,14,0.468,estimated,tagged,401,false,1.21,7430,18.8,done,,139,APRON2+STALL3,3,5,,,26.5,12
24994d13_option_8.svg,class,1920x1080,,3.6375,52,0.471,estimated,tagged,379,false,1.21,9381,34.1,done,,44,APRON1+STALL1,2,2,,,55.2,2.6
24994d13_option_9.svg,class,1920x1080,,3.5412,49,0.472,estimated,tagged,390,false,1.21,12742,29.3,done,,40,APRON1+DRIVE2,0,1,25.4,136.6,37.7,1.9
266dfb42_option_1.svg,class,1920x1080,,5.9175,40,0.471,estimated,tagged,51,true,11.58,57084,39.5,done,,60,APRON1+STALL1,1,1,,,18.6,5.2
266dfb42_option_2.svg,class,1920x1080,,5.9175,36,0.471,estimated,tagged,51,true,11.58,57084,39.5,done,,67,APRON1+STALL1,1,1,,,18.6,5.2
266dfb42_option_3.svg,class,1920x1080,,5.9175,36,0.471,estimated,tagged,51,true,11.58,57084,39.5,done,,52,APRON1+STALL1,1,1,,,18.6,5.2
266dfb42_option_4.svg,class,1920x1080,,2.0332,20,0.55,estimated,tagged,60,false,2.05,22854,49.4,done,,39,DRIVE2,0,0,9.6,40.9,,
266dfb42_option_5.svg,class,1920x1080,,6.0996,12,0.5,estimated,tagged,63,true,11.58,53727,38.3,done,,73,APRON1+DRIVE1+LOT1+STALL1,1,1,50,252.5,18,5
266dfb42_option_6.svg,class,1920x1080,,6.0996,14,0.5,estimated,tagged,56,false,2.05,2710,15.5,done,,11,APRON2+LOT1,0,2,,,20,10
266dfb42_option_7.svg,class,1920x1080,,,0,,none,tagged,57,false,2.05,,,scale,,,,,,,,,
271d4c99_option_1.svg,class,1920x1080,,,0,,none,tagged,154,false,1.2,,,scale,,,,,,,,,
271d4c99_option_2.svg,class,1920x1080,,,0,,none,ranked,26,,1.67,,,scale,,,,,,,,,
271d4c99_option_3.svg,class,1920x1080,,3.1397,36,0.5,estimated,ranked,30,,1.67,85074,78.7,done,,69,STALL2,4,0,,,,
271d4c99_option_4.svg,class,1920x1080,,3.336,16,0.486,estimated,ranked,16,,1.67,75357,74.1,identify,Cannot read properties of undefined (reading 'println'),,,,,,,,
271d4c99_option_5.svg,class,1920x1080,,3.5322,49,0.5,estimated,ranked,20,,1.67,67218,70,done,,127,STALL2,5,0,,,,
271d4c99_option_6.svg,class,1920x1080,,3.5653,35,0.508,estimated,ranked,9,,1.67,65975,69.3,done,,142,LOT1,0,0,,,,
29c0acaf_option_1.svg,class,1920x1080,,0.9921,369,0.5,estimated,tagged,188,true,3.06,77722,31.2,done,,737,APRON7+DRIVE4+LOT5+STALL1,1,8,24,104.6,24.2,5
29c0acaf_option_2.svg,class,1920x1080,,,0,,none,tagged,113,false,2.4,,,scale,,,,,,,,,
2ac68c85_option_1.svg,attr,1920x1080,7.000071,,0,,declared,ranked,19,,1.3,1892,20.2,done,,8,DRIVE1,0,0,29.6,34.2,,
2ac68c85_option_3.svg,attr,1920x1080,7.000071,,0,,declared,ranked,16,,1.3,1892,20.2,done,,4,DRIVE1,0,0,29.6,34.2,,
2c0e104a_option_1.svg,class,1920x1080,,,0,,none,tagged,56,false,1,,,scale,,,,,,,,,
2c0e104a_option_2.svg,class,1920x1080,,5.7179,8,0.5,estimated,tagged,54,true,1.77,2200,12,done,,13,DRIVE1,0,0,10,122.6,,
2c0e104a_option_3.svg,class,1920x1080,,5.7179,12,0.5,estimated,tagged,56,true,1.98,2386,11.8,done,,35,APRON1+DRIVE2,0,2,9.9,73.3,18.3,1
3175b47b_option_1.svg,class,1920x1080,,3.6897,36,0.5,estimated,tagged,59,true,5.54,7584,19.4,done,,32,DRIVE1+STALL1,1,0,20,150.6,,
3175b47b_option_2.svg,class,1920x1080,,3.6897,38,0.5,estimated,tagged,73,true,6.24,8043,19.5,done,,21,STALL1,1,0,,,,
3175b47b_option_3.svg,class,1920x1080,,3.6897,98,0.5,estimated,tagged,36,true,1.58,17229,40.5,done,,29,STALL1,1,0,,,,
31bbf5c4_option_1.svg,class,1920x1080,,,0,,none,tagged,70,false,1.46,,,scale,,,,,,,,,
31bbf5c4_option_2.svg,class,1920x1080,,,0,,none,tagged,69,false,1.46,,,scale,,,,,,,,,
36f858e3_option_1.svg,class,1920x1080,,,0,,none,tagged,154,true,1,,,scale,,,,,,,,,
36f858e3_option_2.svg,class,1920x1080,,,0,,none,tagged,162,false,1.01,,,scale,,,,,,,,,
3890c066_option_1.svg,class,1920x1080,,,0,,none,tagged,70,false,1,,,scale,,,,,,,,,
3890c066_option_2.svg,class,1920x1080,,,0,,none,tagged,67,false,1,,,scale,,,,,,,,,
3890c066_option_3.svg,class,1920x1080,,,0,,none,tagged,72,false,1,,,scale,,,,,,,,,
392fc213_option_1.svg,class,1920x1080,,,0,,none,tagged,97,true,26.17,,,scale,,,,,,,,,
392fc213_option_2.svg,class,1920x1080,,,0,,none,tagged,99,true,25.2,,,scale,,,,,,,,,
392fc213_option_3.svg,class,1920x1080,,,0,,none,tagged,61,true,20.59,,,scale,,,,,,,,,
392fc213_option_5.svg,class,1920x1080,,,0,,none,tagged,64,true,2.21,,,scale,,,,,,,,,
3bc9413f_option_1.svg,class,1920x1080,,,0,,none,tagged,33,false,1.37,,,scale,,,,,,,,,
3bc9413f_option_2.svg,class,1920x1080,,,0,,none,tagged,34,false,1.37,,,scale,,,,,,,,,
3f23e4fb_option_1.svg,class,1920x1080,,0.857,84,0.6,estimated,tagged,195,true,15.12,80856,45.8,identify,found non-noded intersection between LINESTRING ( 884.0036172695445 11,,,,,,,,
3f23e4fb_option_2.svg,class,1920x1080,,,0,,none,tagged,162,true,15.14,,,scale,,,,,,,,,
3f23e4fb_option_3.svg,class,1920x1080,,1.7126,36,0.5,estimated,tagged,163,true,11.18,14910,26.1,identify,found non-noded intersection between LINESTRING ( 621.1069134649084 25,,,,,,,,
3f23e4fb_option_4.svg,class,1920x1080,,,0,,none,tagged,187,true,15.28,,,scale,,,,,,,,,
3fc882e8_option_1.svg,class,1920x1080,,5.4274,16,0.5,estimated,tagged,47,true,1.38,3255,12.8,done,,21,APRON1+DRIVE1,0,1,10,63.8,10,5
423976a6_option_1.svg,class,1920x1080,,6.8027,8,0.5,estimated,tagged,50,true,1.35,1732,11.2,done,,15,APRON1+DRIVE1,0,1,9.9,64.4,10.4,5
42dddc11_option_1.svg,class,1920x1080,,3.0591,8,0.6,estimated,tagged,63,false,1.25,5209,21.1,done,,7,DRIVE1,0,0,15.9,102.5,,
4400bfa9_option_1.svg,class,1920x1080,,4.9104,18,0.5,estimated,tagged,62,false,1.08,1363,13,done,,7,DRIVE1+STALL1,1,0,12.7,66.6,,
44161402_option_2.svg,class,1920x1080,,,0,,none,ranked,26,,1.67,,,scale,,,,,,,,,
464cfcaf_option_1.svg,class,1920x1080,,0.0668,12,0.618,estimated,tagged,56,false,1.07,37544480,1588.2,done,,2068,APRON1+STALL1,4,1,,,2291.4,1165.2
4b30ad4b_option_1.svg,class,1920x1080,,,0,,none,tagged,60,false,1.25,,,scale,,,,,,,,,
4b30ad4b_option_2.svg,class,1920x1080,,,0,,none,tagged,58,false,1.25,,,scale,,,,,,,,,
4b30ad4b_option_3.svg,class,1920x1080,,,0,,none,ranked,55,,1.25,,,scale,,,,,,,,,
4b30ad4b_option_4.svg,class,1920x1080,,,0,,none,tagged,59,true,1.09,,,scale,,,,,,,,,
4b30ad4b_option_5.svg,class,1920x1080,,6.2456,16,0.471,estimated,tagged,53,true,1.36,5017,18.9,done,,14,LOT1,0,0,,,,
4c9ba114_option_1.svg,class,1920x1080,,,0,,none,tagged,39,false,1,,,scale,,,,,,,,,
4c9ba114_option_2.svg,class,1920x1080,,,0,,none,tagged,37,false,1,,,scale,,,,,,,,,
4c9ba114_option_3.svg,class,1920x1080,,,0,,none,tagged,43,false,1,,,scale,,,,,,,,,
4d07683a_option_1.svg,class,1920x1080,,1.3647,228,0.475,estimated,tagged,213,true,9.72,40424,26,done,,101,APRON4+DRIVE3+LOT1,0,5,25.8,167.8,26.6,25.8
4d07683a_option_2.svg,class,1920x1080,,1.3647,208,0.475,estimated,tagged,203,true,9.71,33962,25.4,done,,116,APRON4+DRIVE3,0,5,25.7,294.5,26.6,25.8
4d07683a_option_3.svg,class,1920x1080,,1.3647,252,0.475,estimated,tagged,220,true,5.86,41772,29.7,done,,133,APRON4+DRIVE4+LOT1,0,4,25.7,118.8,26.6,25.8
532bc59d_option_1.svg,class,1920x1080,,2.8469,44,0.5,estimated,tagged,23,true,64.01,10017,22.2,done,,71,DRIVE1,0,0,25,281.9,,
532bc59d_option_2.svg,class,1920x1080,,,0,,none,tagged,45,true,69.58,,,scale,,,,,,,,,
532bc59d_option_3.svg,,,,,,,,,,,,,,read,This file is not valid XML.,,,,,,,,
55336cac_option_1.svg,class,1920x1080,,0.9882,350,0.472,estimated,tagged,180,true,8.54,77489,43,done,,453,APRON3+DRIVE1+STALL3,5,3,66.7,181.8,25.4,26.5
55336cac_option_2.svg,class,1920x1080,,0.9882,808,0.472,estimated,tagged,120,true,3.38,134483,40.1,identify,found non-noded intersection between LINESTRING ( 306.5611212305195 37,,,,,,,,
55336cac_option_3.svg,class,1920x1080,,0.9881,964,0.472,estimated,tagged,114,true,9.1,180584,38.2,done,,5614,APRON11+DRIVE19+LOT8,0,17,25.4,117.3,25.4,26.5
55336cac_option_4.svg,class,1920x1080,,0.9882,406,0.472,estimated,tagged,212,true,1.45,51572,56.3,done,,58,APRON5,0,12,,,120.4,3.2
56713426_option_1.svg,class,1920x1080,,,0,,none,tagged,246,false,1.01,,,scale,,,,,,,,,
56713426_option_2.svg,class,1920x1080,,,0,,none,tagged,229,false,1.01,,,scale,,,,,,,,,
56713426_option_3.svg,class,1920x1080,,,0,,none,tagged,240,false,1.01,,,scale,,,,,,,,,
5680ec8c_option_1.svg,attr,1920x1080,22.987845,,0,,declared,ranked,5,,1,692,10.4,done,,10,DRIVE1,0,0,13,40.2,,
5680ec8c_option_2.svg,attr,1920x1080,22.987845,,0,,declared,ranked,4,,1,692,10.4,done,,8,DRIVE1,0,0,13,40.1,,
5680ec8c_option_3.svg,attr,1920x1080,22.987845,,0,,declared,ranked,5,,1.09,692,10.4,done,,8,DRIVE1,0,0,13,40.2,,
57cccdd1_option_1.svg,class,1920x1080,,,0,,none,ranked,84,,1.06,,,scale,,,,,,,,,
57cccdd1_option_2.svg,class,1920x1080,,,0,,none,ranked,86,,1.06,,,scale,,,,,,,,,
57cccdd1_option_3.svg,class,1920x1080,,6.424,8,0.5,estimated,tagged,82,false,1.06,1474,17.1,done,,5,DRIVE1+STALL1,1,0,21.1,42.5,,
5aea3a8a_option_1.svg,class,1920x1080,,,0,,none,tagged,49,true,1.47,,,scale,,,,,,,,,
5aea3a8a_option_2.svg,class,1920x1080,,,0,,none,tagged,49,true,1.47,,,scale,,,,,,,,,
5bbb95b6_option_1.svg,class,1920x1080,,2.9369,63,0.501,estimated,tagged,59,true,1.38,9673,25.7,done,,22,LOT1+STALL1,1,0,,,,
5bbb95b6_option_2.svg,class,1920x1080,,2.9369,72,0.501,estimated,tagged,35,true,1.54,14643,37.7,done,,19,STALL1,2,0,,,,
5ce3d92b_option_1.svg,class,1920x1080,,1.8608,118,0.5,estimated,tagged,219,true,5.58,27697,30,done,,33,APRON3+DRIVE4,0,3,30.4,178.9,30.4,25
5ce3d92b_option_2.svg,class,1920x1080,,1.8608,212,0.5,estimated,tagged,114,true,5.1,37236,38.1,done,,86,APRON2+DRIVE2+STALL1,2,2,31.7,43,30.4,25
5d82e2ab_option_1.svg,class,1920x1080,,,0,,none,tagged,201,true,5.89,,,scale,,,,,,,,,
5dc7098d_option_1.svg,class,1920x1080,,8.8845,12,0.5,estimated,tagged,42,true,1.56,2909,11.7,done,,19,STALL1,5,0,,,,
5fe5496f_option_1.svg,class,1920x1080,,3.6939,44,0.5,estimated,tagged,67,true,2.6,6810,32.5,done,,9,STALL1,2,0,,,,
5fe5496f_option_2.svg,class,1920x1080,,,0,,none,tagged,68,true,3.12,,,scale,,,,,,,,,
5fe5496f_option_3.svg,class,1920x1080,,,0,,none,ranked,63,,1.63,,,scale,,,,,,,,,
5fe5496f_option_4.svg,class,1920x1080,,3.6939,40,0.5,estimated,tagged,59,true,2.43,6629,30.7,done,,25,STALL2,2,0,,,,
5fe5496f_option_5.svg,class,1920x1080,,0.1539,189,0.567,estimated,tagged,61,true,2.43,3818873,736.8,done,,254,STALL2,2,0,,,,
61ee9065_option_1.svg,class,1920x1080,,5.1768,12,0.472,estimated,tagged,39,false,1.31,1706,11,done,,16,APRON2,0,2,,,24.1,5.6
61ee9065_option_2.svg,class,1920x1080,,5.5003,10,0.501,estimated,tagged,40,false,1.31,975,13.6,done,,5,DRIVE1,0,0,21.5,33.9,,
