name,style,viewBox,declared,est,est_n,est_ratio,scale_source,method,candidates,tag_is_top,top_margin,best_area_sf,mean_width_ft,stage,error,identify_ms,regions,stalls,aprons,drive_width,drive_length,throat_width,curb_radius
b8f9bc81_option_1.svg,attr,1920x1080,7.454376,,0,,declared,tagged,10,false,1.68,470,9.2,done,,3,DRIVE1,0,0,12,27.2,,
ba427f75_option_1.svg,class,1920x1080,,,0,,none,tagged,1571,false,1,,,scale,,,,,,,,,
ba427f75_option_2.svg,class,1920x1080,,4.8379,8,0.531,estimated,tagged,1567,false,1,2369,11,done,,13,APRON1+DRIVE1,0,1,13.2,81.3,18.1,5.3
ba427f75_option_3.svg,class,1920x1080,,4.8379,8,0.531,estimated,tagged,1569,false,1,2236,10.9,done,,12,APRON1+DRIVE2,0,2,9.7,117.9,18.1,5.3
ba8014bc_option_1.svg,class,1920x1080,,2.7625,48,0.472,estimated,tagged,77,false,1.02,3324,12.9,done,,15,APRON1+DRIVE1+STALL1,2,1,12.7,123.8,10.4,5.2
ba8014bc_option_2.svg,class,1920x1080,,2.7625,48,0.472,estimated,tagged,75,true,1.01,4496,14.9,done,,25,APRON2+DRIVE1,0,2,10.3,183.8,10.3,10.3
ba8014bc_option_3.svg,class,1920x1080,,2.8475,48,0.505,estimated,tagged,79,true,1.01,4076,13.3,done,,24,APRON4+DRIVE2,0,7,10,62.7,10,10
ba8014bc_option_4.svg,class,1920x1080,,2.8475,48,0.505,estimated,tagged,83,true,1.01,3957,12.4,done,,28,APRON3+DRIVE1,0,6,10,178.1,10,10
ba8098cf_option_1.svg,class,1920x1080,,,0,,none,tagged,55,true,1.18,,,scale,,,,,,,,,
ba8098cf_option_2.svg,class,1920x1080,,,0,,none,tagged,54,false,1.4,,,scale,,,,,,,,,
ba85a67d_option_1.svg,class,1920x1080,,,0,,none,tagged,170,true,12.77,,,scale,,,,,,,,,
c0772980_option_1.svg,class,1920x1080,,,0,,none,tagged,64,false,1.01,,,scale,,,,,,,,,
c0772980_option_2.svg,class,1920x1080,,,0,,none,tagged,60,false,1.01,,,scale,,,,,,,,,
c0772980_option_3.svg,class,1920x1080,,,0,,none,tagged,63,false,1.01,,,scale,,,,,,,,,
c0772980_option_4.svg,class,1920x1080,,6.9337,8,0.5,estimated,tagged,61,false,1.01,468,8.2,done,,4,DRIVE1,0,0,10,36.9,,
c762ad2e_option_1.svg,class,1920x1080,,,0,,none,tagged,5,true,6.03,,,scale,,,,,,,,,
c762ad2e_option_2.svg,class,1920x1080,,,0,,none,tagged,6,true,6.03,,,scale,,,,,,,,,
d34c5d08_option_1.svg,class,1920x1080,,1.9617,84,0.5,estimated,tagged,170,true,6.36,23570,26.4,done,,41,APRON2+LOT2,0,2,,,25,15
d34c5d08_option_2.svg,class,1920x1080,,,0,,none,tagged,110,true,5.67,,,scale,,,,,,,,,
d44aa9eb_option_1.svg,class,1920x1080,,,0,,none,ranked,22,,1.67,,,scale,,,,,,,,,
d44aa9eb_option_2.svg,class,1920x1080,,,0,,none,ranked,26,,1.67,,,scale,,,,,,,,,
d44aa9eb_option_3.svg,class,1920x1080,,3.1397,36,0.5,estimated,ranked,30,,1.67,85074,78.7,done,,48,STALL2,4,0,,,,
d44aa9eb_option_4.svg,class,1920x1080,,3.336,16,0.486,estimated,ranked,16,,1.67,75357,74.1,identify,Cannot read properties of undefined (reading 'println'),,,,,,,,
d44aa9eb_option_5.svg,class,1920x1080,,3.5322,49,0.5,estimated,ranked,20,,1.67,67218,70,done,,72,STALL2,5,0,,,,
d44aa9eb_option_6.svg,class,1920x1080,,3.5653,35,0.508,estimated,ranked,9,,1.67,65975,69.3,done,,74,LOT1,0,0,,,,
d44bfe09_option_1.svg,class,1920x1080,,1.9958,56,0.5,estimated,tagged,699,false,2.19,19129,26.7,done,,61,APRON3+DRIVE1+LOT2+STALL2,3,3,23.7,60.7,22,5
d44bfe09_option_2.svg,class,1920x1080,,1.9958,158,0.514,estimated,tagged,678,false,1.73,29173,36.2,done,,20,APRON2+DRIVE1,0,2,66,380.3,22.6,10
d44bfe09_option_3.svg,class,1920x1080,,1.9958,256,0.514,estimated,tagged,674,false,1.44,43555,49.4,done,,47,APRON3+DRIVE2+STALL2,3,3,24.5,29.7,22.6,10
d44bfe09_option_4.svg,class,1920x1080,,1.9958,236,0.514,estimated,tagged,674,false,1.59,40161,50.2,done,,36,APRON3+DRIVE2+STALL1,2,3,24.5,33.4,22.6,10
d5c98138_option_1.svg,class,1920x1080,,,0,,none,tagged,66,false,1.36,,,scale,,,,,,,,,
d5c98138_option_2.svg,class,1920x1080,,4.461,16,0.5,estimated,tagged,72,false,1.36,463,8.9,done,,4,DRIVE1,0,0,16,27.2,,
d5c98138_option_3.svg,class,1920x1080,,,0,,none,tagged,72,false,1.36,,,scale,,,,,,,,,
d5c98138_option_4.svg,class,1920x1080,,,0,,none,tagged,71,false,1.36,,,scale,,,,,,,,,
d5c98138_option_5.svg,class,1920x1080,,,0,,none,tagged,71,false,1.36,,,scale,,,,,,,,,
d607318f_option_1.svg,class,1920x1080,,1.9712,150,0.514,estimated,tagged,5,true,1.04,27607,46.5,done,,31,,2,0,,,,
d607318f_option_2.svg,class,1920x1080,,,0,,none,tagged,16,true,1.1,,,scale,,,,,,,,,
d607318f_option_3.svg,class,1920x1080,,1.9712,238,0.514,estimated,tagged,16,true,1.77,44193,47,done,,31,LOT1,2,0,,,,
d607318f_option_4.svg,class,1920x1080,,1.9712,208,0.514,estimated,tagged,10,true,1.89,41627,54.1,done,,24,LOT1,2,1,,,,
d607318f_option_5.svg,class,1920x1080,,1.9091,208,0.482,estimated,tagged,13,true,1.9,40239,43.9,done,,38,APRON1,1,1,,,64,5.2
dea3c96c_option_1.svg,class,1920x1080,,,0,,none,tagged,36,true,1.19,,,scale,,,,,,,,,
df2dbae4_option_1.svg,attr,1920x1080,4.598943,,0,,declared,tagged,37,true,1.17,8160,26.8,done,,88,DRIVE1,0,0,24,171,,
dfec16a4_option_1.svg,class,1920x1080,,2.0561,38,0.5,estimated,tagged,293,true,3.86,15311,23.1,done,,38,APRON2+STALL2,2,3,,,25.8,1.5
dfec16a4_option_2.svg,class,1920x1080,,2.0561,42,0.5,estimated,tagged,309,true,3.79,15563,23.5,done,,25,APRON1+STALL1,2,1,,,25.1,15
dfec16a4_option_3.svg,class,1920x1080,,2.0561,96,0.5,estimated,tagged,343,true,4.59,18227,23.9,done,,30,APRON1+LOT2+STALL1,2,1,,,20,10
e31d2797_option_1.svg,class,1920x1080,,5.7569,14,0.471,estimated,tagged,38,false,4.04,591,7.8,identify,found non-noded intersection between LINESTRING ( 185.55618475221047 9,,,,,,,,
e31d2797_option_2.svg,class,1920x1080,,,0,,none,tagged,39,false,3.86,,,scale,,,,,,,,,
e372a4d0_option_2.svg,class,1920x1080,,2.3157,36,0.444,estimated,tagged,155,true,2.44,11926,20.5,done,,24,APRON1,1,1,,,12.6,6.2
e4be0700_option_1.svg,class,1920x1080,,4.8728,8,0.5,estimated,tagged,39,false,8.71,1897,10.8,done,,7,APRON1+DRIVE1,0,1,10,67.7,10,5
e4be0700_option_2.svg,class,1920x1080,,4.8728,12,0.5,estimated,tagged,40,false,6.83,2773,11.2,done,,17,APRON2+DRIVE2,0,3,12,26.6,10,5
e540f810_option_1.svg,class,1920x1080,,0.9842,684,0.472,estimated,tagged,90,false,2.15,206390,67.2,done,,565,APRON11+DRIVE1+LOT2,0,43,26.4,90.8,121.3,3.2
e540f810_option_10.svg,class,1920x1080,,1.011,172,0.472,estimated,tagged,192,false,1.69,111365,39.9,identify,found non-noded intersection between LINESTRING ( 1049.8069620512701 3,,,,,,,,
e540f810_option_11.svg,class,1920x1080,,0.9842,109,0.472,estimated,tagged,200,false,1.54,98235,39.9,done,,190,APRON2+DRIVE2+LOT3,0,3,44.5,54,21.2,10.6
e540f810_option_12.svg,class,1920x1080,,0.9842,148,0.472,estimated,tagged,178,false,2.78,91417,42.7,done,,238,DRIVE4+LOT5,1,1,108,116.8,,
e540f810_option_13.svg,class,1920x1080,,,0,,none,tagged,134,false,1.54,,,scale,,,,,,,,,
e540f810_option_14.svg,class,1920x1080,,,0,,none,tagged,208,false,1.18,,,scale,,,,,,,,,
e540f810_option_15.svg,class,1920x1080,,0.9842,281,0.472,estimated,tagged,182,false,1.18,127109,44.1,done,,241,APRON3+DRIVE1+LOT6,0,3,26.4,65.5,25.4,15.9
e540f810_option_16.svg,class,1920x1080,,0.9574,204,0.45,estimated,tagged,166,false,1.39,111817,43.1,identify,found non-noded intersection between LINESTRING ( 1476.1804888238983 8,,,,,,,,
e540f810_option_17.svg,class,1920x1080,,0.9842,284,0.472,estimated,tagged,73,false,1.18,129382,43.8,identify,found non-noded intersection between LINESTRING ( 1436.2609142392878 8,,,,,,,,
e540f810_option_18.svg,class,1920x1080,,0.9842,284,0.472,estimated,tagged,73,false,1.18,129382,43.8,identify,found non-noded intersection between LINESTRING ( 1436.2609142392878 8,,,,,,,,
e540f810_option_19.svg,class,1920x1080,,0.9842,191,0.472,estimated,tagged,158,false,1.18,113049,42.4,identify,found non-noded intersection between LINESTRING ( 1239.6905393138836 5,,,,,,,,
e540f810_option_2.svg,class,1920x1080,,0.9842,580,0.472,estimated,tagged,161,false,2.15,174861,57.5,done,,603,APRON7+DRIVE3+LOT1+STALL1,3,27,20.1,177.3,121.3,3.2
e540f810_option_20.svg,class,1920x1080,,0.9842,191,0.472,estimated,tagged,73,false,1.18,113716,42.5,identify,found non-noded intersection between LINESTRING ( 1337.1024145013591 2,,,,,,,,
e540f810_option_3.svg,class,1920x1080,,0.9842,28,0.5,estimated,tagged,238,false,2.51,66153,33,done,,225,APRON1+DRIVE4+LOT1+STALL1,3,3,24.6,85.3,37.6,10.6
e540f810_option_4.svg,class,1920x1080,,0.9263,156,0.571,estimated,tagged,208,false,1.5,120206,37.5,done,,1394,APRON6+DRIVE13+LOT9+STALL5,8,9,21.3,128.9,152.9,3.4
e540f810_option_5.svg,class,1920x1080,,0.9263,192,0.571,estimated,tagged,228,false,1.52,111003,33.9,done,,632,APRON2+DRIVE11+LOT4+STALL1,1,4,27,117.7,33.2,11.3
e540f810_option_6.svg,class,1920x1080,,0.9263,156,0.571,estimated,tagged,226,false,2.23,90818,32.4,done,,1172,APRON4+DRIVE14+LOT15+STALL4,8,6,26.1,87.1,39.9,11.3
e540f810_option_7.svg,class,1920x1080,,0.9263,186,0.571,estimated,tagged,224,false,2.04,92874,33,done,,773,APRON2+DRIVE8+LOT5+STALL2,3,9,21.7,58.4,33.7,2.2
e540f810_option_8.svg,class,1920x1080,,0.9842,244,0.472,estimated,tagged,156,false,2.05,107096,47.3,done,,162,DRIVE4+LOT6+STALL3,3,0,127.1,158.1,,
e540f810_option_9.svg,class,1920x1080,,0.8907,188,0.528,estimated,tagged,243,false,1.52,139091,38.3,done,,766,APRON2+DRIVE7+LOT1+STALL1,1,4,28,122.5,29.2,11.7
e680d119_option_1.svg,class,1920x1080,,,0,,none,tagged,127,true,24.78,,,scale,,,,,,,,,
e680d119_option_2.svg,class,1920x1080,,,0,,none,tagged,132,true,24.78,,,scale,,,,,,,,,
e680d119_option_3.svg,class,1920x1080,,1.8885,56,0.471,estimated,tagged,127,true,24.78,61498,28,done,,36,DRIVE1+LOT1+STALL3,5,0,19.1,31.5,,
e680d119_option_4.svg,class,1920x1080,,1.8885,36,0.471,estimated,tagged,118,true,24.78,61498,28,done,,39,DRIVE1+LOT1+STALL3,5,0,19.1,31.5,,
e680d119_option_5.svg,class,1920x1080,,1.9466,196,0.5,estimated,tagged,67,true,5.71,57882,27.2,done,,43,STALL3,5,0,,,,
e680d119_option_6.svg,class,1920x1080,,1.8885,264,0.471,estimated,tagged,51,true,4.31,61498,28,done,,35,DRIVE1+LOT1+STALL3,5,0,19.1,31.5,,
e83efd72_option_1.svg,class,1920x1080,,,0,,none,tagged,77,true,1.73,,,scale,,,,,,,,,
e83efd72_option_2.svg,class,1920x1080,,,0,,none,tagged,86,true,2.44,,,scale,,,,,,,,,
e83efd72_option_3.svg,class,1920x1080,,3.4323,42,0.5,estimated,tagged,91,true,2.24,9482,20.2,done,,21,APRON1+STALL2,4,1,,,19.9,5
e83efd72_option_4.svg,class,1920x1080,,3.4323,34,0.5,estimated,tagged,91,true,2.24,8154,20.1,done,,11,STALL1,3,0,,,,
e83efd72_option_5.svg,class,1920x1080,,3.345,48,0.487,estimated,tagged,97,true,1.84,7378,22.3,done,,9,DRIVE1,0,0,25.6,267.6,,
e83efd72_option_6.svg,class,1920x1080,,3.4323,62,0.5,estimated,tagged,65,true,2.08,13363,26.2,done,,36,DRIVE1+STALL1,1,0,28.2,41.1,,
e8c8193e_option_1.svg,class,1920x1080,,7.4135,8,0.5,estimated,tagged,46,true,1.17,2664,15,done,,9,APRON1+STALL1,1,1,,,10,5
e8c8193e_option_2.svg,class,1920x1080,,7.4135,10,0.5,estimated,tagged,43,false,1.51,1610,12.8,done,,7,APRON1+DRIVE1+STALL1,1,1,18.6,83.4,10,5
e8c8193e_option_3.svg,class,1920x1080,,8.8518,12,0.627,estimated,tagged,22,true,11.09,1937,13.2,done,,6,DRIVE1,0,0,15.4,123.2,,
ecafd825_05f7dda9-d780-478c-aa2a-8d9919086454_plan.svg,class,1920x1080,,,0,,none,ranked,58,,1.86,,,scale,,,,,,,,,
ecafd825_16d80474-574f-47d1-9e0c-6e7c03add3c1_plan.svg,class,1920x1080,,,0,,none,ranked,5,,1.86,,,scale,,,,,,,,,
ecafd825_3e1dcb73-20af-4918-ba9d-ca30b1267f03_plan.svg,class,1920x1080,,,0,,none,ranked,17,,1.86,,,scale,,,,,,,,,
ecafd825_42b4f8d1-acfd-4842-bdab-39452e546a3b_plan.svg,class,1920x1080,,,0,,none,ranked,5,,1.86,,,scale,,,,,,,,,
ecafd825_53cf497f-53c5-4cfe-aab8-e4c3c6d24dfc_plan.svg,class,1920x1080,,,0,,none,ranked,5,,1.86,,,scale,,,,,,,,,
ecafd825_5bf69bea-a208-4cbc-97c1-33e2a4033e32_plan.svg,class,1920x1080,,,0,,none,ranked,25,,1.86,,,scale,,,,,,,,,
ecafd825_7aa6875d-9b1d-4d61-b702-fb5545f3ac4e_plan.svg,class,1920x1080,,,0,,none,ranked,17,,1.86,,,scale,,,,,,,,,
ecdab30c_option_1.svg,class,1920x1080,,,0,,none,ranked,54,,1,,,scale,,,,,,,,,
ecdab30c_option_2.svg,class,1920x1080,,,0,,none,ranked,24,,1,,,scale,,,,,,,,,
ecdab30c_option_3.svg,class,1920x1080,,2.7392,148,0.5,estimated,ranked,2,,2.22,10270,46.1,done,,9,LOT1,0,0,,,,
ecdab30c_option_4.svg,class,1920x1080,,2.7392,148,0.5,estimated,ranked,2,,2.22,10270,46.1,done,,12,LOT1,0,0,,,,
ecdab30c_option_5.svg,class,1920x1080,,2.7392,20,0.474,estimated,ranked,4,,2.44,16728,57.9,done,,11,LOT1,0,0,,,,
ecdab30c_option_6.svg,class,1920x1080,,2.7392,20,0.474,estimated,ranked,9,,3.56,16728,57.9,done,,18,LOT1,0,0,,,,
edf16bc9_option_1.svg,class,1920x1080,,2.1578,100,0.5,estimated,tagged,187,true,5.62,19372,24.2,done,,29,DRIVE1,0,0,25,750.3,,
edf16bc9_option_2.svg,class,1920x1080,,2.1578,84,0.5,estimated,tagged,159,true,5.67,23000,25.5,done,,43,APRON2+DRIVE1+LOT3,0,2,25,75.7,25,15
f02a92f2_option_1.svg,class,1920x1080,,0.0165,429,0.375,estimated,tagged,180,true,11.96,453271853,2828.2,done,,22869,APRON1+DRIVE2+STALL5,7,5,2634,12870.4,2993.2,5986.1
f02a92f2_option_2.svg,class,1920x1080,,0.0165,429,0.375,estimated,tagged,109,true,6.77,284499979,3337.9,done,,15609,STALL2,2,0,,,,
f02a92f2_option_3.svg,class,1920x1080,,0.0165,429,0.375,estimated,tagged,108,true,6.77,284499979,3337.9,done,,14627,STALL2,2,0,,,,
f04647b1_option_1.svg,class,1920x1080,,4.5965,20,0.5,estimated,tagged,73,false,1.87,3039,16.6,done,,29,APRON1+DRIVE1,0,1,20,48.8,20,10
f04647b1_option_2.svg,class,1920x1080,,4.5965,24,0.5,estimated,tagged,75,false,1.19,5220,17.7,done,,45,DRIVE1,0,0,20,145.5,,
f0671674_option_1.svg,class,1920x1080,,,0,,none,tagged,547,false,1.86,,,scale,,,,,,,,,
f0671674_option_2.svg,class,1920x1080,,,0,,none,tagged,549,false,1.86,,,scale,,,,,,,,,
f0671674_option_3.svg,class,1920x1080,,,0,,none,tagged,549,false,1.86,,,scale,,,,,,,,,
f0671674_option_4.svg,class,1920x1080,,,0,,none,tagged,549,false,1.86,,,scale,,,,,,,,,
f20b5cc9_option_1.svg,class,1920x1080,,4.5965,22,0.5,estimated,tagged,82,false,1.53,4844,16.9,done,,17,APRON1+DRIVE1,0,1,18,117.8,20,10
f20b5cc9_option_2.svg,class,1920x1080,,4.5965,28,0.5,estimated,tagged,80,false,1.24,4339,14.3,done,,92,APRON1+DRIVE1,0,1,14.9,112.2,15,10
f20b5cc9_option_3.svg,class,1920x1080,,,0,,none,tagged,79,false,1.68,,,scale,,,,,,,,,
f2946bfc_option_1.svg,attr,1920x1080,2.788028,,0,,declared,tagged,142,true,2.7,9209,19.7,done,,15,STALL3,3,0,,,,
f39a5883_option_1.svg,class,1920x1080,,2.2949,44,0.472,estimated,tagged,312,true,3.84,16956,24.6,done,,22,APRON1+DRIVE1+LOT1+STALL1,1,1,27.4,37.2,29.8,10.6
f39a5883_option_2.svg,class,1920x1080,,2.2949,8,0.472,estimated,tagged,328,true,3.99,17210,24.6,done,,20,APRON1+DRIVE1+LOT1+STALL1,1,1,27.4,37.3,29.8,10.6
f39a5883_option_3.svg,class,1920x1080,,2.3299,36,0.479,estimated,tagged,330,true,3.84,16451,24.2,done,,23,APRON1+STALL1,1,1,,,29.4,10.4
f48afd54_option_1.svg,class,1920x1080,,4.4614,58,0.471,estimated,tagged,60,false,1.27,5631,21.8,done,,8,STALL3,3,0,,,,
f713015e_option_1.svg,class,1920x1080,,5.8862,8,0.5,estimated,tagged,55,false,1.91,2609,15.2,done,,27,,1,0,,,,
f713015e_option_2.svg,class,1920x1080,,,0,,none,tagged,55,false,1.89,,,scale,,,,,,,,,
f713015e_option_3.svg,class,1920x1080,,,0,,none,tagged,56,false,1.73,,,scale,,,,,,,,,
fa2143af_option_1.svg,class,1920x1080,,4.8934,50,0.482,estimated,tagged,2,true,2.22,29433,48,done,,41,DRIVE1+STALL1,2,0,25.8,64.5,,
fa2143af_option_2.svg,class,1920x1080,,,0,,none,tagged,2,false,2.76,,,scale,,,,,,,,,
fa2143af_option_3.svg,class,1920x1080,,,0,,none,tagged,56,false,1.62,,,scale,,,,,,,,,
fcf852ec_option_1.svg,class,1920x1080,,,0,,none,ranked,58,,1.86,,,scale,,,,,,,,,
fd359e7f_option_1.svg,class,1920x1080,,0.0218,24,0.628,estimated,tagged,476,false,1.77,23382295,1846.7,done,,697,LOT1+STALL2,2,0,,,,
fd359e7f_option_2.svg,class,1920x1080,,0.0218,24,0.628,estimated,tagged,478,false,1.77,23382295,1846.7,done,,584,LOT1+STALL2,2,0,,,,
fd359e7f_option_3.svg,class,1920x1080,,0.0218,32,0.628,estimated,tagged,477,false,1.77,23382295,1846.7,done,,639,LOT1+STALL2,2,0,,,,
fd9364b9_option_1.svg,class,1920x1080,,2.1354,36,0.6,estimated,tagged,66,true,1.29,9483,24,done,,14,APRON2+LOT1,0,2,,,24,20
fd9364b9_option_2.svg,class,1920x1080,,2.3296,36,0.604,estimated,tagged,109,true,1.02,10588,25.6,done,,32,APRON1+LOT1,0,1,,,19,10
fd9364b9_option_3.svg,class,1920x1080,,,0,,none,tagged,69,true,2.4,,,scale,,,,,,,,,
fd9364b9_option_4.svg,class,1920x1080,,2.1354,36,0.604,estimated,tagged,74,true,1.28,9314,23.8,done,,13,APRON1+LOT1,0,1,,,24,20
fd9364b9_option_5.svg,class,1920x1080,,,0,,none,tagged,74,true,1.11,,,scale,,,,,,,,,
fee518ce_option_1.svg,class,1920x1080,,2.4745,8,0.446,estimated,tagged,447,false,2.33,10742,18.9,done,,45,APRON2+DRIVE1,1,2,18.3,498.6,11.6,3.5
fee518ce_option_2.svg,class,1920x1080,,2.3203,36,0.444,estimated,tagged,459,false,2.33,11927,20.5,done,,26,APRON1+DRIVE1,1,1,30.8,339.9,12.6,6.2
fee518ce_option_3.svg,class,1920x1080,,2.542,30,0.5,estimated,tagged,491,false,2.33,10009,18.7,done,,23,APRON1+DRIVE1,1,1,28.1,303.4,11.5,5.6
fee518ce_option_4.svg,class,1920x1080,,2.542,30,0.5,estimated,tagged,491,false,2.33,10009,18.7,done,,25,APRON1+DRIVE1,1,1,28.1,303.4,11.5,5.6
option_1.svg,attr,1920x1080,2.788028,,0,,declared,tagged,141,true,3.05,9525,19.3,done,,146,APRON1+DRIVE1+STALL2,2,1,24,324.3,24,11
option_2.svg,class,1920x1080,,,0,,none,tagged,177,true,6.23,,,scale,,,,,,,,,
option_3.svg,class,1920x1080,,,0,,none,tagged,315,true,10.85,,,scale,,,,,,,,,
option_4.svg,class,1920x1080,,1.1514,108,0.5,estimated,tagged,195,true,6.98,48492,30,done,,59,APRON1+DRIVE1+LOT2,0,1,31,704.4,34.8,15
