name,method,candidates,on_site,plot_found,rings,coverage,best_on_site,off_white,off_other
e540f810_option_1_scale_not_supplied.svg,tagged,90,27,true,2,0.81,true,63,0
e540f810_option_20_scale_not_supplied.svg,tagged,73,10,true,2,0.62,true,63,0
e540f810_option_2_scale_not_supplied.svg,tagged,161,98,true,2,0.8,true,63,0
e540f810_option_3_scale_not_supplied.svg,tagged,238,175,true,2,0.66,true,63,0
e540f810_option_4_scale_not_supplied.svg,tagged,208,145,true,2,0.84,true,63,0
e540f810_option_5_scale_not_supplied.svg,tagged,228,165,true,2,0.79,true,63,0
e540f810_option_6_scale_not_supplied.svg,tagged,226,163,true,2,0.83,true,63,0
e540f810_option_7_scale_not_supplied.svg,tagged,224,161,true,2,0.78,true,63,0
e540f810_option_8_scale_not_supplied.svg,tagged,156,93,true,2,0.64,true,63,0
e540f810_option_9_scale_not_supplied.svg,tagged,243,180,true,2,0.79,true,63,0
e680d119_option_1_scale_not_supplied.svg,tagged,127,127,false,0,,true,0,0
e680d119_option_2_scale_not_supplied.svg,tagged,132,132,false,0,,true,0,0
e680d119_option_3_scale_not_supplied.svg,tagged,128,128,false,0,,true,0,0
e680d119_option_4_scale_not_supplied.svg,tagged,119,119,false,0,,true,0,0
e680d119_option_5_scale_not_supplied.svg,tagged,68,68,false,0,,true,0,0
e680d119_option_6_scale_not_supplied.svg,tagged,52,52,false,0,,true,0,0
e83efd72_option_1_scale_not_supplied.svg,tagged,77,36,true,1,0.8,true,38,3
e83efd72_option_2_scale_not_supplied.svg,tagged,86,45,true,1,0.77,true,38,3
e83efd72_option_3_scale_not_supplied.svg,tagged,92,51,true,1,0.83,true,38,3
e83efd72_option_4_scale_not_supplied.svg,tagged,92,51,true,1,0.78,true,38,3
e83efd72_option_5_scale_not_supplied.svg,tagged,98,57,true,1,0.64,true,38,3
e83efd72_option_6_scale_not_supplied.svg,tagged,66,25,true,1,0.95,true,38,3
e8c8193e_option_1_scale_not_supplied.svg,tagged,47,15,true,1,0.51,true,32,0
e8c8193e_option_2_scale_not_supplied.svg,tagged,44,12,true,1,0.45,true,32,0
e8c8193e_option_3_scale_not_supplied.svg,tagged,22,22,true,1,0.12,true,0,0
ecafd825_05f7dda9-d780-478c-aa2a-8d9919086454_plan_scale_not_supplied.svg,ranked,58,58,false,0,,true,0,0
ecafd825_16d80474-574f-47d1-9e0c-6e7c03add3c1_plan_scale_not_supplied.svg,ranked,5,5,false,0,,true,0,0
ecafd825_3e1dcb73-20af-4918-ba9d-ca30b1267f03_plan_scale_not_supplied.svg,ranked,17,17,false,0,,true,0,0
ecafd825_42b4f8d1-acfd-4842-bdab-39452e546a3b_plan_scale_not_supplied.svg,ranked,5,5,false,0,,true,0,0
ecafd825_53cf497f-53c5-4cfe-aab8-e4c3c6d24dfc_plan_scale_not_supplied.svg,ranked,5,5,false,0,,true,0,0
ecafd825_5bf69bea-a208-4cbc-97c1-33e2a4033e32_plan_scale_not_supplied.svg,ranked,25,25,false,0,,true,0,0
ecafd825_7aa6875d-9b1d-4d61-b702-fb5545f3ac4e_plan_scale_not_supplied.svg,ranked,17,17,false,0,,true,0,0
ecdab30c_option_1_scale_not_supplied.svg,ranked,54,20,true,3,1,true,0,34
ecdab30c_option_2_scale_not_supplied.svg,ranked,24,24,true,1,1,true,0,0
ecdab30c_option_3_scale_not_supplied.svg,ranked,2,1,true,3,0.6,true,0,1
ecdab30c_option_4_scale_not_supplied.svg,ranked,2,1,true,3,0.6,true,0,1
ecdab30c_option_5_scale_not_supplied.svg,ranked,4,1,true,3,0.57,true,0,3
ecdab30c_option_6_scale_not_supplied.svg,ranked,9,1,true,3,0.57,true,0,8
edf16bc9_option_1_scale_not_supplied.svg,tagged,188,84,true,1,0.97,true,104,0
edf16bc9_option_2_scale_not_supplied.svg,tagged,160,56,true,1,0.71,true,104,0
f02a92f2_option_1_scale_not_supplied.svg,tagged,180,143,true,1,0.91,true,37,0
f02a92f2_option_2_scale_not_supplied.svg,tagged,109,109,false,0,,true,0,0
f02a92f2_option_3_scale_not_supplied.svg,tagged,108,108,false,0,,true,0,0
f04647b1_option_1_scale_not_supplied.svg,tagged,75,15,true,1,0.77,true,60,0
f04647b1_option_2_scale_not_supplied.svg,tagged,77,17,true,1,0.84,true,60,0
f0671674_option_1_scale_not_supplied.svg,tagged,547,5,true,1,0.73,true,542,0
f0671674_option_2_scale_not_supplied.svg,tagged,549,7,true,1,0.73,true,542,0
f0671674_option_3_scale_not_supplied.svg,tagged,549,7,true,1,0.7,true,542,0
f0671674_option_4_scale_not_supplied.svg,tagged,549,7,true,1,0.7,true,542,0
f20b5cc9_option_1_scale_not_supplied.svg,tagged,85,27,true,1,0.45,true,58,0
f20b5cc9_option_2_scale_not_supplied.svg,tagged,83,25,true,1,0.84,true,58,0
f20b5cc9_option_3_scale_not_supplied.svg,tagged,79,21,true,1,0.71,true,58,0
f2946bfc_option_1_scale_supplied_and_drive_not_found.svg,tagged,142,134,true,1,0.99,true,8,0
f39a5883_option_1_scale_not_supplied.svg,tagged,314,42,true,1,0.7,true,272,0
f39a5883_option_2_scale_not_supplied.svg,tagged,330,58,true,1,0.7,true,272,0
f39a5883_option_3_scale_not_supplied.svg,tagged,332,60,true,1,0.7,true,272,0
f48afd54_option_1_scale_not_supplied.svg,tagged,61,23,true,1,0.94,true,38,0
f713015e_option_1_scale_not_supplied.svg,tagged,57,15,true,1,0.97,true,42,0
f713015e_option_2_scale_not_supplied.svg,tagged,55,13,true,1,0.89,true,42,0
f713015e_option_3_scale_not_supplied.svg,tagged,56,14,true,1,0.76,true,42,0
fa2143af_option_1_scale_not_supplied.svg,tagged,2,2,false,0,,true,0,0
fa2143af_option_2_scale_not_supplied.svg,tagged,2,2,true,1,0.7,true,0,0
fa2143af_option_3_scale_not_supplied.svg,tagged,56,11,true,1,0.69,true,0,45
fcf852ec_option_1_scale_not_supplied.svg,ranked,58,58,false,0,,true,0,0
fd359e7f_option_1_scale_not_supplied.svg,tagged,476,6,true,1,0.12,true,470,0
fd359e7f_option_2_scale_not_supplied.svg,tagged,478,8,true,1,0.12,true,470,0
fd359e7f_option_3_scale_not_supplied.svg,tagged,477,7,true,1,0.12,true,470,0
fd9364b9_option_1_scale_not_supplied.svg,tagged,66,66,false,0,,true,0,0
fd9364b9_option_2_scale_not_supplied.svg,tagged,112,112,false,0,,true,0,0
fd9364b9_option_3_scale_not_supplied.svg,tagged,69,69,false,0,,true,0,0
fd9364b9_option_4_scale_not_supplied.svg,tagged,74,74,false,0,,true,0,0
fd9364b9_option_5_scale_not_supplied.svg,tagged,74,74,false,0,,true,0,0
fee518ce_option_1_scale_not_supplied.svg,tagged,450,17,true,1,0.9,true,433,0
fee518ce_option_2_scale_not_supplied.svg,tagged,462,29,true,1,0.77,true,433,0
fee518ce_option_3_scale_not_supplied.svg,tagged,494,61,true,1,0.79,true,433,0
fee518ce_option_4_scale_not_supplied.svg,tagged,494,61,true,1,0.79,true,433,0
option_1_scale_supplied_and_drive_found.svg,tagged,141,133,true,1,0.92,true,8,0
option_2_scale_not_supplied.svg,tagged,177,147,true,1,0.63,true,30,0
option_3_scale_not_supplied.svg,tagged,315,315,false,0,,true,0,0
option_4_scale_not_supplied.svg,tagged,195,165,true,1,0.58,true,30,0
